,0,1,2,3,4
19345,87,63,-20.8,8.47,-34.59
19348,87,66,-20.6,6.09,-33.17
19351,87,69,-15.77,4.83,-33.99
19354,87,72,-10.94,3.57,-34.82
19357,87,75,-11.42,6.02,-31.86
19360,87,78,-11.9,8.48,-28.91
19361,87,348,-28.98,8.3,-2.64
19364,87,351,-26.42,8.8,-6.23
19367,87,354,-26.91,13.16,-3.61
19370,87,357,-25.19,17.25,-3.24
19373,87,360,-24.74,19.87,-3.73
19376,87,363,-21.8,22.47,-8.78
19379,87,366,-18.66,24.73,-12.74
19382,87,369,-18.54,25.47,-16.5
19385,87,372,-15.04,28.01,-17.53
19388,87,375,-7.62,28.91,-19.96
19391,87,378,-11.17,24.38,-26.1
19394,87,381,-11.19,21.65,-28.24
19397,87,384,-9.17,16.97,-32.23
19400,87,387,-7.82,9.62,-31.57
19403,87,390,-5.95,5.8,-30.6
19406,87,393,-4.72,3.36,-28.42
19409,87,396,0.06,4.65,-28.77
19412,87,399,1.5,3.52,-28.3
19415,87,402,0.77,6.63,-28.91
19418,87,405,-6.51,-0.18,-27.86
19421,87,408,-7.25,-2.19,-25.98
19424,87,411,-9.07,-5.65,-24.35
19427,87,414,-11.72,-8.55,-20.17
19430,87,417,-12.91,-13.88,-14.91
19433,87,420,-12.64,-17.21,-10.44
19436,87,423,-13.16,-17.92,-5.49
19439,87,426,-13.45,-15.28,0.99
19442,87,429,-13.54,-11.48,7.68
19445,87,432,-16.31,-4.3,7.31
19448,87,435,-19.3,2.63,8.45
19451,87,438,-21.04,7.58,4.07
19454,87,441,-22.62,10.45,-0.99
19457,87,444,-24.83,12.8,-5.55
19460,87,447,-24.86,9.93,-13.66
19463,87,450,-25.19,5.67,-17.59
19466,87,453,-28.85,4.61,-17.18
19469,87,456,-30.33,1.43,-16.23
19472,87,459,-26.82,-0.79,-18.37
19475,87,462,-26.88,-1.89,-17.05
19478,87,465,-24.74,-0.27,-13.37
19481,87,468,-20.09,0.32,-12.63
19484,87,471,-14.77,2.44,-14.9
19487,87,474,-9.79,2.42,-15.47
19490,87,477,-8.55,5.77,-14.75
19493,87,480,-7.14,6.29,-15.8
19496,87,483,-7.88,7.42,-16.22
19499,87,486,-8.84,11.54,-16.78
19502,87,489,-13.02,12.53,-15.52
19505,87,492,-16.13,16.42,-13.58
19508,87,495,-19.26,20.63,-16.84
19511,87,498,-24.16,23.45,-18.15
19514,87,501,-27.17,23.34,-20.25
19517,87,504,-27.54,28.67,-20.52
19520,87,507,-30.27,26.35,-26.27
19523,87,510,-31.64,26.87,-26.9
19526,87,513,-33.92,24.33,-25.8
19529,87,516,-32.73,20.14,-31.48
19532,87,519,-31.51,21.14,-29.75
19535,87,522,-32.37,20.35,-28.75
19538,87,525,-32.53,22.96,-22.56
19541,87,528,-31.03,22.87,-23.54
19544,87,531,-29.13,21.33,-24.21
19547,87,534,-29.86,23.55,-19.49
19550,87,537,-29.23,24.53,-17.07
19553,87,540,-28.89,27.2,-15.93
19556,87,543,-26.29,29.03,-16.5
19559,87,546,-28.57,30.19,-15.69
19562,87,549,-30.39,34.17,-11.94
19565,87,552,-31.63,29.86,-23.22
19568,87,555,-34.41,26.11,-23.86
19571,87,558,-36.21,17.33,-24.15
19574,87,561,-36.72,10.85,-21.04
19577,87,564,-33.62,2.86,-26.11
19580,87,567,-28.86,1.64,-24.13
19583,87,570,-25.85,-1.48,-25.41
19586,87,573,-24.81,-2.95,-20.24
19589,87,576,-17.66,-4.85,-21.87
19592,87,579,-17.77,-3.27,-18.87
19595,87,582,-14.84,1.08,-19.5
19598,87,585,-14.84,4.22,-18.26
19601,87,588,-14.83,2.56,-19.14
19604,87,591,-13.25,2.92,-19.01
19607,87,594,-14.31,3.05,-17.01
19610,87,597,-10.98,3.51,-13.65
19613,87,600,-8.47,0.73,-7.34
19616,87,603,-7.31,4.5,-1.39
19619,87,606,-7.54,9.62,3.47
19622,87,609,-7.72,17.69,7.9
19625,87,612,-9.34,27.81,4.33
19628,87,615,-9.62,36.85,4.68
19631,87,618,-12.24,41.92,-1.44
19634,87,621,-15.66,44.45,-10.81
19637,87,624,-17.88,46.47,-10.06
19640,87,627,-19.69,46.01,-16.39
19643,87,630,-26.49,45.04,-15.46
19646,87,633,-32.26,40.56,-15.88
19649,87,636,-37.37,39.66,-18.82
19652,87,639,-34.93,32.35,-28.93
19655,87,642,-37.01,25.85,-31.43
19658,87,645,-35.12,19.71,-40.24
19661,87,648,-30.02,18.12,-46.08
19664,87,651,-19.82,13.57,-55.17
19667,87,654,-20.6,5.01,-55.6
19670,87,657,-21.51,-0.61,-57.79
19673,87,660,-18.7,-8.22,-57.38
19676,87,663,-12.61,-12.8,-51.86
19679,87,666,-15.22,-14.74,-42.98
19682,87,669,-20.23,-10.84,-34.44
19685,87,672,-17.22,-4.9,-29.19
19688,87,675,-15.48,1.3,-27.69
19691,87,678,-19.67,4.78,-27.0
19694,87,681,-23.16,4.29,-21.81
19697,87,684,-20.46,4.29,-23.72
19700,87,687,-23.36,7.12,-21.16
19703,87,690,-23.04,7.71,-23.73
19706,87,693,-24.15,9.4,-21.05
19709,87,696,-23.47,7.24,-23.99
19712,87,699,-22.79,5.25,-23.65
19715,87,702,-22.17,5.82,-22.99
19718,87,705,-23.81,5.71,-19.18
19721,87,708,-22.45,5.68,-20.06
19724,87,711,-19.93,3.38,-19.74
19727,87,714,-21.33,2.91,-17.97
19730,87,717,-21.04,-1.1,-12.91
19733,87,720,-19.37,-0.66,-14.5
19736,87,723,-17.4,-1.41,-15.01
19739,87,726,-19.59,-1.88,-12.31
19742,87,729,-18.11,1.72,-10.72
19745,87,732,-20.75,6.67,-11.96
19748,87,735,-20.09,10.1,-16.59
19751,87,738,-21.99,16.34,-21.88
19754,87,741,-26.23,25.28,-25.19
19757,87,744,-25.29,31.03,-33.06
19760,87,747,-24.63,31.21,-44.7
19763,87,750,-27.65,31.07,-53.29
19766,87,753,-37.27,29.6,-55.81
19769,87,756,-31.76,19.63,-72.78
19772,87,759,-15.51,38.46,-73.35
19775,87,762,-27.49,20.2,-80.14
19778,87,765,-26.1,29.78,-79.53
19781,87,768,-36.2,14.1,-80.79
19784,87,771,-34.09,18.49,-81.18
19787,87,774,-33.18,23.82,-84.23
19790,87,777,-51.75,26.68,-76.92
19793,87,780,-40.57,35.28,-87.72
19796,87,783,-29.66,39.87,-97.39
19799,87,786,-49.74,36.56,-97.24
19802,87,789,-54.66,27.66,-99.33
19805,87,792,-47.54,12.22,-105.95
19808,87,795,-41.52,-1.95,-103.81
19811,87,798,-49.35,-4.39,-91.03
19814,87,801,-50.84,-22.96,-74.96
19817,87,804,-40.26,-27.83,-68.33
19820,87,807,-22.59,-27.19,-57.49
19823,87,810,-19.52,-24.09,-37.0
19826,87,813,-11.78,-15.06,-29.79
19829,87,816,-7.28,-10.64,-16.45
19832,87,819,-0.65,-0.54,-12.51
19835,87,822,-0.25,8.94,-9.73
19838,87,825,1.18,18.01,-6.36
19841,87,828,-0.25,29.02,-4.07
19844,87,831,-1.03,36.95,-7.01
19847,87,834,-2.65,46.63,-4.16
19850,87,837,-5.79,54.86,-7.81
19853,87,840,-8.52,56.86,-25.36
19856,87,843,-6.45,63.62,-20.54
19859,87,846,-13.34,60.56,-36.94
19862,87,849,-16.43,56.97,-46.93
19865,87,852,-14.86,55.15,-55.01
21034,90,0,-26.78,-2.14,-31.46
21037,90,3,-23.26,-0.78,-31.71
21040,90,6,-19.74,0.58,-31.96
21043,90,9,-18.9,3.74,-28.38
21046,90,12,-18.05,6.91,-24.8
21049,90,15,-14.16,9.26,-24.83
21052,90,18,-10.27,11.62,-24.86
21055,90,21,-7.96,16.07,-25.92
21058,90,24,-5.65,20.51,-26.97
21061,90,27,-5.89,20.89,-28.42
21064,90,30,-6.14,21.27,-29.86
21067,90,33,-7.44,20.44,-36.1
21070,90,36,-8.75,19.61,-42.34
21073,90,39,-11.94,15.82,-43.89
21076,90,42,-15.13,12.03,-45.44
21079,90,45,-14.9,11.55,-44.02
21082,90,48,-14.67,11.07,-42.6
21085,90,51,-16.14,12.45,-41.01
21088,90,54,-17.62,13.83,-39.41
21091,90,57,-17.17,11.89,-39.55
21094,90,60,-16.72,9.95,-39.7
21097,90,63,-13.86,7.37,-38.84
21100,90,66,-10.99,4.78,-37.98
21103,90,69,-14.56,7.69,-33.91
21106,90,72,-18.12,10.6,-29.84
21109,90,75,-13.94,10.84,-30.44
21112,90,78,-9.77,11.08,-31.04
21113,90,348,-14.79,4.01,-4.86
21116,90,351,-12.27,3.22,-2.51
21119,90,354,-14.54,7.15,-2.44
21122,90,357,-13.29,13.32,-1.49
21125,90,360,-14.8,15.47,-1.17
21128,90,363,-12.51,20.26,-6.7
21131,90,366,-11.24,23.81,-6.92
21134,90,369,-12.66,24.58,-15.35
21137,90,372,-9.43,26.43,-17.92
21140,90,375,4.09,31.06,-17.66
21143,90,378,-4.22,27.99,-23.55
21146,90,381,-3.3,22.42,-29.97
21149,90,384,-6.3,15.18,-33.5
21152,90,387,-0.64,9.33,-33.08
21155,90,390,-2.93,8.57,-31.43
21158,90,393,-2.16,3.79,-29.72
21161,90,396,-1.01,4.01,-30.27
21164,90,399,5.4,0.66,-28.87
21167,90,402,3.72,4.45,-29.19
21170,90,405,-1.66,-5.69,-28.31
21173,90,408,-2.17,-8.01,-25.39
21176,90,411,-2.53,-8.2,-24.98
21179,90,414,-5.4,-10.64,-22.58
21182,90,417,-5.46,-16.37,-17.8
21185,90,420,-4.88,-19.63,-14.26
21188,90,423,-4.79,-22.5,-10.54
21191,90,426,-6.59,-22.92,-8.44
21194,90,429,-6.17,-21.46,-1.37
21197,90,432,-7.03,-17.59,3.26
21200,90,435,-10.86,-8.78,8.45
21203,90,438,-11.77,-3.71,7.23
21206,90,441,-14.1,2.62,3.87
21209,90,444,-16.49,7.0,-2.15
21212,90,447,-15.96,4.48,-11.48
21215,90,450,-17.67,2.54,-12.22
21218,90,453,-21.09,1.52,-15.71
21221,90,456,-23.82,-3.76,-15.42
21224,90,459,-20.33,-4.64,-17.96
21227,90,462,-24.74,-2.74,-14.98
21230,90,465,-19.75,-1.54,-14.09
21233,90,468,-16.0,-0.96,-12.57
21236,90,471,-8.5,2.75,-19.28
21239,90,474,-7.19,1.66,-17.54
21242,90,477,-5.52,1.04,-21.02
21245,90,480,-2.85,-1.64,-21.57
21248,90,483,-1.52,-1.75,-21.16
21251,90,486,-4.45,2.96,-21.42
21254,90,489,-6.49,2.03,-19.12
21257,90,492,-9.71,3.73,-16.81
21260,90,495,-12.79,9.68,-15.59
21263,90,498,-16.26,14.52,-14.17
21266,90,501,-19.92,14.95,-16.88
21269,90,504,-20.74,21.01,-18.07
21272,90,507,-22.78,19.46,-25.75
21275,90,510,-24.41,23.88,-25.18
21278,90,513,-26.26,18.7,-29.42
21281,90,516,-25.36,16.41,-30.75
21284,90,519,-21.42,17.34,-31.03
21287,90,522,-24.37,19.04,-28.24
21290,90,525,-23.07,20.22,-23.98
21293,90,528,-20.81,22.09,-25.03
21296,90,531,-15.08,19.85,-25.53
21299,90,534,-16.79,19.73,-20.63
21302,90,537,-14.42,17.41,-21.47
21305,90,540,-13.56,20.31,-18.91
21308,90,543,-8.8,21.11,-19.29
21311,90,546,-11.88,24.4,-15.52
21314,90,549,-15.16,28.87,-19.15
21317,90,552,-18.39,22.45,-31.61
21320,90,555,-18.9,24.76,-34.85
21323,90,558,-24.78,20.29,-32.58
21326,90,561,-25.57,13.16,-35.21
21329,90,564,-24.46,4.86,-36.84
21332,90,567,-17.88,3.29,-34.27
21335,90,570,-20.29,1.72,-34.87
21338,90,573,-17.11,-3.09,-32.1
21341,90,576,-12.49,-6.95,-27.73
21344,90,579,-10.27,-4.68,-25.21
21347,90,582,-6.28,-2.12,-22.37
21350,90,585,-4.81,2.41,-19.42
21353,90,588,-6.29,0.05,-17.47
21356,90,591,-2.94,4.64,-19.27
21359,90,594,-5.18,4.48,-19.12
21362,90,597,-0.58,4.41,-16.54
21365,90,600,2.29,-2.99,-11.8
21368,90,603,5.28,-1.64,-5.23
21371,90,606,5.73,0.32,1.45
21374,90,609,6.43,8.74,6.37
21377,90,612,7.29,14.09,8.49
21380,90,615,7.22,26.23,8.5
21383,90,618,4.75,32.9,4.15
21386,90,621,2.02,37.3,-8.57
21389,90,624,0.76,38.95,-12.59
21392,90,627,0.6,37.39,-17.09
21395,90,630,-3.46,39.47,-12.41
21398,90,633,-8.12,31.62,-20.4
21401,90,636,-14.37,34.03,-21.75
21404,90,639,-10.72,32.32,-30.76
21407,90,642,-19.62,32.82,-26.33
21410,90,645,-23.55,23.72,-36.83
21413,90,648,-25.82,17.49,-40.36
21416,90,651,-19.7,18.59,-49.34
21419,90,654,-21.54,11.64,-48.85
21422,90,657,-29.65,0.85,-52.86
21425,90,660,-27.82,-10.19,-54.25
21428,90,663,-21.0,-15.02,-50.83
21431,90,666,-25.9,-15.02,-43.77
21434,90,669,-23.93,-9.74,-38.4
21437,90,672,-26.04,-13.03,-26.65
21440,90,675,-21.63,-4.14,-26.05
21443,90,678,-24.28,1.7,-23.36
21446,90,681,-22.06,-0.92,-19.28
21449,90,684,-21.24,0.35,-18.47
21452,90,687,-23.62,1.77,-15.99
21455,90,690,-23.09,6.37,-16.27
21458,90,693,-22.02,6.09,-14.7
21461,90,696,-24.85,7.49,-17.21
21464,90,699,-20.31,7.62,-19.47
21467,90,702,-20.06,6.1,-16.96
21470,90,705,-18.14,4.63,-16.56
21473,90,708,-16.05,4.32,-15.86
21476,90,711,-9.36,2.41,-17.51
21479,90,714,-11.79,2.67,-15.08
21482,90,717,-8.06,-2.82,-11.92
21485,90,720,-6.86,-2.79,-11.5
21488,90,723,-2.81,-6.09,-11.63
21491,90,726,-4.72,-5.52,-9.59
21494,90,729,-1.19,-6.73,-5.51
21497,90,732,-3.88,-2.4,-5.55
21500,90,735,-3.64,2.42,-9.09
21503,90,738,-5.63,8.68,-9.9
21506,90,741,-8.7,18.87,-19.32
21509,90,744,-12.4,23.59,-24.87
21512,90,747,-8.33,26.65,-36.25
21515,90,750,-14.62,34.87,-38.58
21518,90,753,-16.89,28.0,-52.84
21521,90,756,-26.03,18.91,-62.19
21524,90,759,-5.38,42.37,-60.36
21527,90,762,-17.5,26.57,-71.34
21530,90,765,-12.56,27.67,-75.01
21533,90,768,-31.93,15.7,-72.79
21536,90,771,-26.87,13.9,-73.82
21539,90,774,-29.4,24.11,-70.34
21542,90,777,-41.38,17.95,-66.41
21545,90,780,-41.44,21.01,-76.14
21548,90,783,-18.93,37.57,-87.5
21551,90,786,-42.62,48.28,-84.11
21554,90,789,-40.81,34.89,-96.27
21557,90,792,-45.55,22.48,-99.31
21560,90,795,-25.16,5.93,-105.4
21563,90,798,-47.76,13.15,-93.35
21566,90,801,-39.04,-11.65,-85.93
21569,90,804,-37.79,-24.18,-72.59
21572,90,807,-16.2,-18.41,-68.11
21575,90,810,-16.08,-20.72,-53.4
21578,90,813,-5.79,-15.77,-40.74
21581,90,816,-1.66,-16.9,-25.49
21584,90,819,6.68,-5.43,-20.55
21587,90,822,6.35,4.16,-16.87
21590,90,825,10.44,11.29,-13.46
21593,90,828,11.76,18.58,-12.77
21596,90,831,12.63,26.3,-7.4
21599,90,834,12.11,35.35,-4.27
21602,90,837,9.2,45.31,-7.4
21605,90,840,8.62,49.78,-15.5
21608,90,843,8.96,54.63,-17.96
21611,90,846,-0.94,61.36,-20.81
21614,90,849,-2.69,54.53,-40.78
21617,90,852,-5.3,48.04,-55.12
21620,90,855,-2.76,49.24,-50.85
21623,90,858,-11.93,43.49,-53.34
21626,90,861,-9.74,29.07,-56.55
21629,90,864,-10.62,24.2,-56.36
21632,90,867,-1.05,14.16,-57.23
21635,90,870,4.17,20.47,-56.0
22840,93,0,-29.44,-2.79,-25.47
22843,93,3,-29.92,0.99,-21.99
22846,93,6,-30.39,4.77,-18.52
22849,93,9,-26.59,8.53,-18.96
22852,93,12,-22.79,12.3,-19.4
22855,93,15,-19.51,15.54,-21.46
22858,93,18,-16.22,18.79,-23.51
22861,93,21,-14.97,20.87,-25.77
22864,93,24,-13.72,22.95,-28.03
22867,93,27,-14.7,21.56,-31.02
22870,93,30,-15.69,20.18,-34.02
22873,93,33,-16.81,18.9,-38.14
22876,93,36,-17.93,17.63,-42.26
22879,93,39,-21.29,15.93,-42.62
22882,93,42,-24.66,14.23,-42.99
22885,93,45,-23.62,13.44,-43.3
22888,93,48,-22.58,12.66,-43.62
22891,93,51,-18.88,11.68,-44.87
22894,93,54,-15.18,10.69,-46.12
22897,93,57,-19.38,13.83,-41.55
22900,93,60,-23.58,16.97,-36.98
22903,93,63,-21.37,11.89,-36.79
22906,93,66,-19.17,6.81,-36.59
22909,93,69,-15.94,8.91,-35.83
22912,93,72,-12.71,11.01,-35.06
22915,93,75,-12.91,12.39,-32.43
22918,93,78,-13.12,13.77,-29.81
22919,93,348,-16.29,2.99,-8.08
22922,93,351,-13.48,3.37,-7.72
22925,93,354,-15.47,6.27,-4.99
22928,93,357,-16.21,11.56,-2.81
22931,93,360,-17.84,13.69,-3.74
22934,93,363,-17.88,18.97,-6.92
22937,93,366,-17.84,22.83,-6.85
22940,93,369,-20.51,25.25,-14.09
22943,93,372,-17.86,28.61,-17.12
22946,93,375,-8.2,28.5,-24.59
22949,93,378,-14.1,30.15,-24.85
22952,93,381,-14.74,22.38,-34.68
22955,93,384,-12.86,19.58,-39.46
22958,93,387,-7.92,13.05,-39.93
22961,93,390,-10.38,8.27,-39.92
22964,93,393,-7.61,4.5,-36.74
22967,93,396,-8.53,-0.12,-35.97
22970,93,399,-2.37,0.12,-34.82
22973,93,402,-5.26,1.24,-33.83
22976,93,405,-6.8,-6.08,-33.26
22979,93,408,-6.99,-8.31,-31.51
22982,93,411,-3.13,-8.52,-31.91
22985,93,414,-8.83,-12.95,-28.87
22988,93,417,-11.04,-21.08,-22.18
22991,93,420,-9.4,-22.14,-20.51
22994,93,423,-8.46,-25.65,-15.12
22997,93,426,-11.76,-26.32,-9.3
23000,93,429,-12.05,-24.8,-0.5
23003,93,432,-12.95,-20.73,7.18
23006,93,435,-17.6,-13.34,4.99
23009,93,438,-18.29,-8.18,9.6
23012,93,441,-20.45,-2.72,7.8
23015,93,444,-22.24,0.9,4.38
23018,93,447,-23.27,0.16,-4.52
23021,93,450,-24.55,-1.16,-4.6
23024,93,453,-25.35,-2.41,-4.68
23027,93,456,-26.88,-4.19,-4.92
23030,93,459,-24.74,-2.14,-11.94
23033,93,462,-27.31,-0.53,-5.51
23036,93,465,-24.29,2.15,-7.69
23039,93,468,-22.82,3.74,-8.75
23042,93,471,-17.28,5.48,-18.7
23045,93,474,-18.01,4.64,-16.13
23048,93,477,-16.88,3.15,-20.52
23051,93,480,-14.2,-1.89,-20.59
23054,93,483,-12.54,0.41,-22.67
23057,93,486,-16.17,0.63,-19.72
23060,93,489,-16.04,-0.22,-17.16
23063,93,492,-17.94,0.19,-14.17
23066,93,495,-17.61,5.95,-15.44
23069,93,498,-21.01,9.03,-10.96
23072,93,501,-24.08,11.1,-11.53
23075,93,504,-24.54,16.7,-13.33
23078,93,507,-26.58,17.9,-20.22
23081,93,510,-28.96,20.25,-19.06
23084,93,513,-30.56,18.89,-23.83
23087,93,516,-31.67,16.61,-24.18
23090,93,519,-27.86,19.0,-25.64
23093,93,522,-30.42,22.16,-22.02
23096,93,525,-28.86,24.12,-22.17
23099,93,528,-24.61,24.87,-26.31
23102,93,531,-18.96,25.22,-31.13
23105,93,534,-21.74,27.0,-28.62
23108,93,537,-18.01,21.5,-34.79
23111,93,540,-15.51,26.21,-32.51
23114,93,543,-12.48,21.34,-35.68
23117,93,546,-14.49,23.55,-32.27
23120,93,549,-21.31,18.54,-35.51
23123,93,552,-23.7,17.63,-41.86
23126,93,555,-19.64,17.71,-43.41
23129,93,558,-30.26,14.73,-38.7
23132,93,561,-30.09,8.99,-39.22
23135,93,564,-30.75,6.06,-38.12
23138,93,567,-23.82,2.75,-38.59
23141,93,570,-28.65,5.24,-31.94
23144,93,573,-25.0,2.05,-31.52
23147,93,576,-19.99,0.09,-29.93
23150,93,579,-15.11,1.83,-27.54
23153,93,582,-12.67,3.86,-24.9
23156,93,585,-8.95,6.19,-24.15
23159,93,588,-8.37,3.15,-22.27
23162,93,591,-4.09,5.82,-22.82
23165,93,594,-3.21,8.8,-20.92
23168,93,597,-0.75,7.61,-19.31
23171,93,600,2.61,6.16,-16.09
23174,93,603,7.75,4.39,-12.72
23177,93,606,10.05,8.66,-7.22
23180,93,609,11.0,13.31,-5.46
23183,93,612,12.81,17.3,-4.14
23186,93,615,12.5,25.04,-4.92
23189,93,618,9.19,30.48,-7.87
23192,93,621,5.24,31.8,-16.14
23195,93,624,3.75,33.12,-20.1
23198,93,627,3.07,29.44,-24.29
23201,93,630,-3.21,31.36,-22.06
23204,93,633,-6.17,25.45,-27.28
23207,93,636,-10.65,23.46,-28.7
23210,93,639,-9.97,21.39,-32.66
23213,93,642,-18.13,23.07,-26.96
23216,93,645,-22.75,15.96,-31.42
23219,93,648,-23.95,10.5,-33.33
23222,93,651,-21.12,12.35,-38.3
23225,93,654,-24.56,7.92,-35.84
23228,93,657,-29.3,-1.28,-35.7
23231,93,660,-28.42,-8.82,-34.12
23234,93,663,-24.0,-13.96,-29.98
23237,93,666,-26.07,-15.17,-20.41
23240,93,669,-24.51,-11.33,-15.51
23243,93,672,-24.34,-10.82,-4.16
23246,93,675,-23.49,-5.64,-5.48
23249,93,678,-24.5,-1.78,-1.2
23252,93,681,-23.63,-1.97,1.31
23255,93,684,-24.22,-0.12,2.09
23258,93,687,-25.74,1.43,3.55
23261,93,690,-22.92,4.91,6.76
23264,93,693,-23.03,7.2,5.41
23267,93,696,-22.8,10.12,4.3
23270,93,699,-18.82,14.08,-3.11
23273,93,702,-16.08,13.25,-2.99
23276,93,705,-12.87,12.96,-7.1
23279,93,708,-9.47,12.54,-9.81
23282,93,711,-2.81,10.01,-16.15
23285,93,714,-2.25,8.22,-16.81
23288,93,717,0.43,3.99,-18.65
23291,93,720,3.06,1.18,-19.3
23294,93,723,6.15,-4.62,-18.82
23297,93,726,4.2,-1.61,-18.53
23300,93,729,6.07,-3.94,-16.32
23303,93,732,5.29,-1.89,-15.35
23306,93,735,6.1,1.85,-16.07
23309,93,738,2.34,8.75,-17.68
23312,93,741,-0.93,14.24,-24.66
23315,93,744,-3.38,16.79,-29.08
23318,93,747,-0.64,21.59,-36.94
23321,93,750,-7.56,28.41,-40.3
23324,93,753,-10.75,21.29,-51.27
23327,93,756,-14.88,16.49,-59.77
23330,93,759,-1.14,26.16,-60.41
23333,93,762,-15.15,18.49,-67.44
23336,93,765,-14.72,12.86,-69.6
23339,93,768,-25.2,4.96,-66.66
23342,93,771,-23.86,3.22,-65.26
23345,93,774,-26.44,12.6,-60.39
23348,93,777,-35.47,9.65,-55.27
23351,93,780,-39.04,12.51,-57.91
23354,93,783,-27.22,25.57,-66.74
23357,93,786,-42.81,35.69,-63.63
23360,93,789,-43.31,32.46,-72.38
23363,93,792,-47.38,23.34,-76.42
23366,93,795,-33.47,10.12,-84.99
23369,93,798,-46.3,15.99,-77.23
23372,93,801,-38.51,-0.46,-74.11
23375,93,804,-36.92,-12.57,-65.62
23378,93,807,-17.19,-9.02,-63.67
23381,93,810,-20.74,-8.65,-51.8
23384,93,813,-11.11,-7.75,-43.08
23387,93,816,-6.53,-7.87,-34.08
23390,93,819,0.02,-0.39,-28.74
23393,93,822,-2.6,8.95,-25.3
23396,93,825,3.41,16.69,-21.67
23399,93,828,2.72,21.35,-22.71
23402,93,831,7.78,27.64,-20.35
23405,93,834,4.91,35.8,-16.9
23408,93,837,3.85,40.94,-20.25
23411,93,840,2.95,44.16,-27.26
23414,93,843,4.33,47.48,-30.33
23417,93,846,-4.04,53.65,-30.17
23420,93,849,-4.1,50.79,-41.24
23423,93,852,-7.22,45.98,-50.01
23426,93,855,-0.2,42.73,-52.33
23429,93,858,-10.06,39.61,-51.55
23432,93,861,-9.97,29.56,-54.33
23435,93,864,-13.26,22.68,-53.62
23438,93,867,-6.96,15.71,-55.5
23441,93,870,-4.54,15.71,-55.0
24646,96,0,-35.21,-2.17,-9.87
24649,96,3,-32.9,3.26,-9.89
24652,96,6,-30.59,8.68,-9.92
24655,96,9,-26.99,11.65,-12.59
24658,96,12,-23.39,14.63,-15.27
24661,96,15,-21.72,18.13,-18.36
24664,96,18,-20.05,21.62,-21.46
24667,96,21,-19.65,21.78,-26.14
24670,96,24,-19.24,21.93,-30.82
24673,96,27,-21.14,18.95,-33.22
24676,96,30,-23.04,15.97,-35.61
24679,96,33,-24.76,15.33,-37.33
24682,96,36,-26.48,14.69,-39.05
24685,96,39,-28.68,11.95,-40.66
24688,96,42,-30.88,9.2,-42.28
24691,96,45,-29.83,12.1,-41.96
24694,96,48,-28.78,15.01,-41.64
24697,96,51,-27.59,15.3,-42.04
24700,96,54,-26.41,15.6,-42.43
24703,96,57,-24.98,11.99,-41.71
24706,96,60,-23.56,8.37,-40.99
24709,96,63,-22.71,7.74,-38.42
24712,96,66,-21.85,7.1,-35.85
24715,96,69,-16.54,11.52,-36.44
24718,96,72,-11.23,15.93,-37.03
24721,96,75,-11.56,14.77,-34.08
24724,96,78,-11.89,13.61,-31.12
24725,96,348,-17.79,1.98,-11.3
24728,96,351,-14.69,3.52,-12.93
24731,96,354,-16.4,5.39,-7.54
24734,96,357,-19.14,9.8,-4.13
24737,96,360,-20.88,11.9,-6.32
24740,96,363,-23.26,17.68,-7.13
24743,96,366,-24.44,21.85,-6.78
24746,96,369,-28.35,25.92,-12.84
24749,96,372,-26.29,30.8,-16.32
24752,96,375,-20.49,25.94,-31.52
24755,96,378,-23.97,32.32,-26.14
24758,96,381,-26.18,22.33,-39.38
24761,96,384,-19.42,23.97,-45.43
24764,96,387,-15.2,16.76,-46.77
24767,96,390,-17.83,7.97,-48.4
24770,96,393,-13.05,5.2,-43.76
24773,96,396,-16.06,-4.24,-41.68
24776,96,399,-10.13,-0.42,-40.77
24779,96,402,-14.23,-1.98,-38.47
24782,96,405,-11.93,-6.46,-38.22
24785,96,408,-11.81,-8.61,-37.64
24788,96,411,-3.72,-8.83,-38.85
24791,96,414,-12.27,-15.25,-35.16
24794,96,417,-16.62,-25.8,-26.57
24797,96,420,-13.91,-24.65,-26.76
24800,96,423,-12.13,-28.8,-19.69
24803,96,426,-16.93,-29.73,-10.16
24806,96,429,-17.94,-28.14,0.38
24809,96,432,-18.86,-23.87,11.1
24812,96,435,-24.34,-17.89,1.53
24815,96,438,-24.8,-12.64,11.98
24818,96,441,-26.79,-8.06,11.73
24821,96,444,-27.98,-5.2,10.92
24824,96,447,-30.58,-4.15,2.44
24827,96,450,-31.43,-4.87,3.02
24830,96,453,-29.62,-6.35,6.34
24833,96,456,-29.93,-4.62,5.58
24836,96,459,-29.15,0.35,-5.92
24839,96,462,-29.87,1.68,3.95
24842,96,465,-28.83,5.83,-1.3
24845,96,468,-29.64,8.45,-4.93
24848,96,471,-26.06,8.21,-18.12
24851,96,474,-28.82,7.63,-14.71
24854,96,477,-28.25,5.27,-20.02
24857,96,480,-25.55,-2.15,-19.61
24860,96,483,-23.57,2.57,-24.18
24863,96,486,-27.9,-1.69,-18.01
24866,96,489,-25.59,-2.47,-15.19
24869,96,492,-26.17,-3.34,-11.53
24872,96,495,-22.43,2.21,-15.29
24875,96,498,-25.75,3.54,-7.75
24878,96,501,-28.24,7.25,-6.17
24881,96,504,-28.34,12.38,-8.58
24884,96,507,-30.39,16.34,-14.7
24887,96,510,-33.51,16.61,-12.95
24890,96,513,-34.86,19.07,-18.24
24893,96,516,-37.98,16.8,-17.6
